id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,risk_score
493,1,message_send,electronics,metro,ios,11.1,3,0,0,103.88,5,128,0,0,0,16.6,0.716338955136491
220,1,ad_post,fashion,urban,ios,28.8,2,0,0,1230.83,3,8,0,0,0,10.9,0.7154985728906835
1345,5,ad_post,electronics,urban,ios,58.6,3,1,1,95.48,2,127,0,0,0,49.0,0.7152444415642519
239,4,message_send,bikes,urban,android,57.0,4,0,0,,2,201,0,0,1,2.1,0.7151800204989286
1839,4,ad_post,other,metro,ios,94.5,5,0,0,272.33,1,67,0,0,1,16.8,0.7151317115175889
1923,4,ad_post,other,urban,android,8.0,4,0,1,87.86,1,93,0,1,0,15.1,0.7147916055241453
649,5,ad_post,other,urban,android,39.1,2,0,0,88.32,1,167,0,0,1,,0.7144729186407754
1788,3,message_send,bikes,metro,web,42.2,3,1,1,348.37,3,140,0,0,0,9.3,0.7143919414933527
1205,2,message_send,bikes,,android,18.1,2,0,1,364.15,5,87,0,0,1,84.2,0.7139581569740006
1857,4,ad_post,furniture,metro,ios,27.9,4,0,1,487.61,6,109,0,0,1,26.3,0.7138435828066289
497,4,ad_post,furniture,metro,ios,9.0,3,0,0,,5,81,0,0,0,,0.7136783215128548
1600,2,ad_post,bikes,metro,ios,149.9,5,0,1,109.85,3,110,1,0,0,77.0,0.7136657499770663
532,3,message_send,other,metro,android,42.1,2,0,2,315.65,4,171,1,0,0,15.0,0.7135766851223602
1283,3,ad_post,other,rural,android,14.5,3,0,0,282.44,6,74,0,0,0,,0.7124656579556886
1260,3,ad_post,bikes,metro,ios,9.9,1,0,0,89.42,4,152,0,0,0,7.1,0.7122307275472097
343,5,ad_post,bikes,metro,android,192.9,5,1,0,38.67,4,41,0,0,0,20.2,0.712113480092108
1589,4,ad_post,furniture,rural,android,18.7,2,1,2,363.87,5,49,0,0,0,29.4,0.7109927611806304
1277,2,ad_post,electronics,metro,ios,8.4,4,0,0,,2,72,0,0,0,7.8,0.7108105141165544
411,5,ad_post,bikes,metro,android,9.7,3,0,0,321.13,5,134,0,0,0,3.6,0.7105807243828413
1059,4,message_send,electronics,urban,ios,169.7,2,1,0,61.28,3,142,0,0,0,13.1,0.7100324453264052
157,1,message_send,bikes,metro,ios,11.5,1,0,0,,3,118,0,0,0,33.1,0.7096894707176469
940,2,ad_post,furniture,urban,ios,128.2,4,0,0,222.32,2,129,0,1,0,19.0,0.7090013311449436
789,2,ad_post,other,rural,ios,34.0,4,0,0,298.37,5,1,0,0,0,6.4,0.708792081420816
959,4,message_send,bikes,rural,android,77.8,4,0,1,,3,114,0,1,0,25.4,0.7080256005386236
997,2,ad_post,electronics,metro,ios,20.7,3,0,1,206.61,1,38,0,0,1,21.8,0.7080212734929865
1997,3,message_send,other,urban,android,50.0,1,0,0,,1,165,0,0,1,35.2,0.7077611061351382
348,1,ad_post,phones,metro,ios,10.5,4,0,0,323.69,3,82,0,0,0,1.6,0.7060422934875485
226,4,message_send,electronics,metro,ios,14.3,4,0,0,202.96,3,93,0,0,0,40.3,0.7060003345735318
1470,3,ad_post,furniture,metro,ios,17.4,0,0,1,315.85,3,143,0,0,1,18.1,0.7055020909975885
463,2,ad_post,other,metro,android,29.9,5,0,1,487.47,7,47,0,0,1,2.2,0.7052725333281494
1376,5,ad_post,phones,metro,android,67.6,3,0,1,106.0,3,41,0,1,0,8.7,0.7050385777830643
1499,4,ad_post,other,urban,android,52.0,3,0,0,78.17,2,167,0,0,1,,0.7037609103634653
1014,5,message_send,electronics,metro,android,17.8,3,0,0,550.74,5,190,0,0,0,5.3,0.7036897316457849
1807,4,ad_post,other,metro,web,102.6,5,0,1,90.8,6,84,1,0,0,19.1,0.7035610495731845
1233,2,ad_post,other,urban,ios,78.6,1,0,0,,2,102,0,0,1,1.5,0.7034763793425189
933,2,ad_post,furniture,urban,android,24.0,5,0,2,234.93,3,96,1,0,0,4.9,0.7032956935060511
73,3,ad_post,furniture,urban,ios,79.4,3,0,0,29.85,3,99,0,0,1,,0.7031830490112503
1750,2,ad_post,electronics,metro,android,12.6,4,0,0,141.88,3,36,0,0,0,4.3,0.7030941495224403
6,3,ad_post,electronics,rural,android,11.0,2,0,0,175.59,2,100,0,0,0,17.9,0.7030643341799699
1410,1,ad_post,phones,urban,web,78.9,2,0,1,197.52,2,0,1,0,0,12.2,0.7027970235983203
1800,2,message_send,furniture,metro,ios,74.8,1,0,1,,3,144,0,1,0,17.2,0.7022967491227483
1616,5,ad_post,fashion,metro,ios,83.4,2,0,0,1727.46,6,120,0,0,0,26.9,0.7022784953063217
1681,2,ad_post,furniture,,android,146.4,2,0,1,183.59,3,142,1,0,0,17.3,0.7016555100815797
1646,3,ad_post,fashion,urban,ios,89.2,3,1,1,117.19,1,38,0,0,0,13.5,0.7014105851815962
1978,2,message_send,electronics,metro,ios,75.3,4,0,1,47.39,0,60,0,1,0,19.0,0.7013787065078234
1580,3,ad_post,phones,metro,ios,25.9,2,0,0,530.97,1,0,0,0,0,,0.7008750661554444
876,4,message_send,bikes,rural,ios,119.1,2,0,0,60.68,2,219,0,0,1,9.1,0.7008235094050714
328,5,ad_post,bikes,urban,ios,3.9,4,0,1,206.84,3,79,0,0,1,7.8,0.700672158568694
1802,5,ad_post,furniture,,ios,18.7,7,0,0,313.6,4,67,0,0,0,,0.7005388620368245
1391,3,ad_post,furniture,urban,android,39.4,1,0,1,298.28,3,131,0,1,0,11.8,0.6998278344756265
103,2,message_send,furniture,urban,android,64.7,3,1,1,162.84,5,181,0,0,0,3.6,0.6995780132766576
1562,3,ad_post,furniture,rural,android,23.8,3,0,1,292.51,4,115,0,0,1,25.7,0.6994869837984932
1622,1,message_send,furniture,metro,ios,39.5,0,0,1,770.7,2,114,0,0,1,6.7,0.6992601119501978
64,1,ad_post,electronics,urban,android,5.7,2,0,1,769.76,1,40,0,0,1,4.8,0.6991955632991305
183,5,ad_post,other,rural,android,9.5,2,0,0,144.81,5,144,0,0,0,7.7,0.6987338490087222
1051,4,ad_post,fashion,urban,ios,11.0,3,0,0,241.45,3,31,0,0,0,,0.6986903617331611
1863,1,message_send,furniture,urban,ios,17.2,6,0,1,62.99,2,289,0,1,0,,0.6983033058254686
1478,2,ad_post,bikes,urban,ios,43.2,6,0,1,138.43,1,115,0,1,0,26.9,0.6982935257717006
1508,5,ad_post,fashion,metro,android,20.2,4,0,0,,2,24,0,0,0,13.3,0.6982647257169599
1829,2,ad_post,bikes,urban,ios,11.0,1,0,0,144.96,3,0,0,0,0,4.0,0.698258040320449
191,3,message_send,electronics,rural,android,13.5,1,0,0,119.71,3,179,0,0,0,12.2,0.697999117407294
1884,5,ad_post,phones,rural,android,17.2,2,0,0,196.04,5,158,0,0,0,6.7,0.6977369546400382
847,4,ad_post,bikes,rural,android,20.0,6,0,0,142.21,4,99,0,0,0,26.3,0.6974043713074513
631,4,message_send,bikes,metro,ios,27.0,3,0,0,183.78,4,146,0,0,0,5.7,0.6961905841135883
1173,3,ad_post,electronics,metro,android,21.9,4,0,0,154.8,5,71,0,0,0,13.3,0.6961062662775791
1877,5,ad_post,bikes,urban,ios,14.9,4,0,0,1000.49,1,82,0,0,0,5.0,0.6960648696106888
862,3,ad_post,electronics,metro,ios,36.6,5,0,0,426.96,4,72,0,0,0,10.3,0.6957191051584634
982,5,message_send,other,,ios,31.4,2,0,1,57.54,3,22,0,0,1,3.8,0.6953869757068503
459,1,ad_post,fashion,rural,android,120.1,3,0,0,51.77,1,75,0,0,1,48.2,0.6952681912463848
373,5,message_send,phones,rural,android,103.4,2,1,1,98.09,3,145,0,0,0,9.7,0.6952134968224573
650,3,ad_post,fashion,,ios,44.7,4,0,0,187.85,6,92,0,0,0,10.7,0.6951893933920298
1621,5,message_send,bikes,urban,web,118.8,3,1,0,73.9,2,95,0,0,0,21.2,0.6949695722377969
913,4,message_send,electronics,rural,android,38.3,7,0,0,425.83,6,131,0,0,0,10.6,0.6949662752523128
1592,4,message_send,electronics,urban,android,53.7,5,1,1,,1,161,0,0,0,69.3,0.6949183788254112
1633,2,ad_post,electronics,urban,android,40.8,1,0,2,147.9,1,61,1,0,0,1.3,0.694544134866921
905,3,ad_post,electronics,rural,android,92.3,2,0,2,133.54,4,49,1,0,0,11.7,0.6941787100232941
563,2,ad_post,bikes,rural,android,20.5,6,0,0,158.16,3,96,0,0,0,5.9,0.6941765338422593
55,3,ad_post,phones,metro,ios,33.7,4,0,0,500.99,4,48,0,0,0,,0.6937894943507087
75,2,ad_post,electronics,metro,ios,16.3,4,0,0,,3,148,0,0,0,4.3,0.6937254284887765
557,1,message_send,phones,rural,android,31.3,1,0,1,285.72,4,118,0,0,1,33.1,0.6936774711142
815,1,ad_post,bikes,rural,ios,45.4,2,0,0,268.17,2,18,0,0,0,27.5,0.693309270727375
1390,4,message_send,other,metro,android,6.5,2,0,0,196.92,3,93,0,0,0,6.7,0.6930509434797529
1085,1,message_send,electronics,urban,ios,12.2,2,0,0,632.61,3,127,0,0,0,19.4,0.6913633895283813
928,5,ad_post,fashion,metro,android,27.5,5,0,0,131.47,3,35,0,0,0,4.9,0.6913348921650487
1519,3,ad_post,other,metro,web,22.9,4,0,1,255.62,2,26,0,1,0,3.6,0.6905901141906499
1222,1,message_send,phones,metro,android,20.5,0,0,1,142.89,7,244,0,0,1,14.2,0.6905733094647928
1303,2,ad_post,fashion,metro,ios,26.4,7,0,0,183.07,0,30,0,0,0,1.0,0.6904532718910003
257,2,ad_post,furniture,urban,android,91.3,5,0,0,,3,5,0,0,1,7.7,0.69016388117606
82,2,ad_post,electronics,metro,ios,24.0,2,0,0,122.68,0,5,0,0,0,20.5,0.6900684759362757
1465,2,message_send,furniture,metro,ios,18.4,6,0,0,364.06,2,110,0,0,0,5.3,0.6899888409027088
820,5,ad_post,furniture,rural,android,14.8,1,0,0,91.15,1,51,0,0,0,14.0,0.6899565375864348
117,3,ad_post,other,rural,android,8.3,4,0,0,221.52,3,120,0,0,0,17.2,0.68991815566978
592,2,ad_post,electronics,metro,ios,43.2,2,0,0,,5,0,0,0,0,71.4,0.6896685909776286
600,4,ad_post,fashion,metro,ios,28.2,4,0,0,124.4,2,85,0,0,0,27.4,0.6893209842510222
589,5,message_send,other,metro,ios,21.7,4,0,1,28.52,2,66,0,0,1,5.9,0.6892348571052814
658,4,ad_post,phones,metro,web,109.6,4,0,0,382.82,0,88,0,1,0,14.8,0.6891702002059281
1868,3,ad_post,bikes,metro,ios,21.6,3,0,0,350.59,1,152,0,0,0,7.7,0.6884507248355388
1529,1,ad_post,furniture,urban,ios,56.6,2,0,1,174.77,1,63,0,1,0,3.5,0.68830265749617
1921,2,ad_post,furniture,rural,android,45.5,5,0,0,533.18,6,71,0,0,0,9.8,0.688141792904497
321,2,ad_post,phones,rural,android,19.2,3,1,2,173.39,2,38,0,0,0,5.3,0.6880811512356009
1331,4,ad_post,electronics,,android,15.8,4,0,0,106.42,4,95,0,0,0,45.7,0.6880726992691185
663,2,message_send,bikes,urban,android,55.3,4,0,1,278.91,2,109,0,1,0,14.0,0.6879023456769819
1552,2,ad_post,furniture,metro,android,94.1,5,1,1,266.94,3,146,0,0,0,29.6,0.6874645518395889
362,1,message_send,bikes,metro,ios,13.0,4,0,0,61.76,3,216,0,0,0,19.6,0.6868759467928557
922,4,message_send,electronics,rural,android,25.1,2,0,1,127.25,2,191,0,0,1,18.8,0.6866345050678415
248,5,message_send,electronics,,ios,19.1,0,0,0,79.68,2,128,0,0,0,80.6,0.6857642593480301
33,5,ad_post,other,,ios,37.4,3,0,1,,4,49,0,0,1,3.2,0.6856468290205076
1207,3,ad_post,electronics,metro,web,29.8,6,0,1,128.93,5,161,0,1,0,12.7,0.6854703408383775
668,1,message_send,bikes,metro,ios,44.2,3,0,1,108.43,6,199,0,0,1,7.1,0.6853549668791382
534,3,ad_post,fashion,metro,android,21.7,3,0,0,86.51,2,69,0,0,0,22.9,0.685055815667461
449,5,ad_post,other,urban,android,60.0,4,0,0,101.12,1,178,0,0,1,10.6,0.6849553264820036
687,1,ad_post,other,metro,ios,76.0,2,0,1,98.3,3,149,0,1,0,18.2,0.6847968948344585
1075,4,ad_post,bikes,metro,android,13.5,5,0,0,95.42,2,86,0,0,0,,0.6846826733648834
1869,2,ad_post,furniture,metro,android,21.0,1,0,0,149.43,4,29,0,0,0,62.1,0.6844815109226375
819,3,ad_post,other,,ios,26.4,1,0,0,127.92,4,66,0,0,0,29.7,0.6844401637678501
1887,2,ad_post,other,metro,android,95.0,2,1,1,83.75,3,137,0,0,0,9.1,0.6842816928326632
175,2,message_send,bikes,metro,ios,194.5,4,0,0,101.95,2,73,0,1,0,,0.6842365566264168
1576,2,ad_post,furniture,rural,web,78.9,0,0,0,226.1,3,119,0,0,1,11.8,0.6841890872486228
173,2,ad_post,bikes,metro,ios,14.0,3,0,0,27.39,1,146,0,0,0,7.1,0.6839126327865442
787,3,message_send,fashion,metro,ios,39.1,3,0,0,174.21,3,100,0,0,0,50.1,0.6831572129160338
1077,5,ad_post,electronics,,android,29.9,3,0,0,151.78,2,0,0,0,0,11.7,0.6830107061856029
1778,1,ad_post,bikes,metro,android,52.5,0,0,1,282.88,6,73,0,0,1,52.0,0.6823712700845681
1402,1,ad_post,electronics,,ios,30.3,6,0,0,,4,87,0,0,0,57.4,0.6822788517470356
1361,1,ad_post,bikes,urban,ios,126.0,4,0,0,68.44,6,82,0,0,1,5.0,0.6817712640835145
177,4,ad_post,electronics,metro,ios,27.1,3,0,0,,2,116,0,0,0,9.3,0.6817175218599345
599,5,ad_post,furniture,urban,android,149.0,1,0,1,161.23,1,108,0,1,1,,0.6816647163415323
1457,4,ad_post,bikes,rural,ios,47.5,1,0,0,85.28,3,108,0,0,0,14.5,0.6812416504803964
136,5,ad_post,phones,metro,android,20.4,6,0,1,53.15,4,87,0,0,1,,0.6809321618648667
1823,2,ad_post,electronics,metro,android,31.6,3,0,0,335.46,3,54,0,0,0,37.6,0.6808936928759217
1144,2,ad_post,other,urban,ios,9.2,2,0,0,76.66,4,0,0,0,0,11.8,0.6806649509540078
1753,3,ad_post,furniture,metro,android,22.7,4,0,0,520.37,2,70,0,0,0,,0.6804418950018132
49,4,ad_post,fashion,,android,14.2,5,0,1,46.11,2,164,0,0,1,55.7,0.6799748942891922
1459,3,ad_post,electronics,rural,android,42.8,4,0,0,126.55,4,52,0,0,0,22.6,0.6797213493835447
1596,2,ad_post,electronics,urban,android,9.4,6,0,0,321.49,6,112,0,0,0,8.7,0.6796087382843171
70,5,ad_post,phones,metro,android,7.8,6,0,0,270.73,2,81,0,0,0,34.0,0.6794283752579497
1859,2,ad_post,furniture,urban,android,67.2,3,0,0,366.04,3,270,0,0,1,86.7,0.6794239835670676
300,3,ad_post,electronics,rural,ios,54.6,2,0,0,,5,96,0,0,0,37.5,0.6792527614703376
921,1,ad_post,fashion,rural,android,45.2,3,0,0,62.62,2,11,0,0,0,17.3,0.6791890615308871
1944,2,ad_post,furniture,metro,ios,23.3,3,0,0,,2,93,0,0,0,16.9,0.6790040258057617
1404,5,ad_post,electronics,urban,ios,17.5,5,0,0,110.8,5,79,0,0,0,,0.6786245448933921
1126,3,message_send,furniture,urban,android,93.7,3,0,0,100.16,4,141,0,0,1,12.3,0.6778565602136322
566,1,ad_post,bikes,metro,android,14.5,4,0,0,146.18,0,61,0,0,0,,0.6776814089062637
1780,5,ad_post,fashion,metro,android,29.1,2,0,1,37.88,1,122,0,0,1,10.6,0.6775967624375868
48,4,message_send,other,metro,android,11.1,1,0,0,117.91,1,71,0,0,0,2.4,0.6767734001755278
1494,2,ad_post,bikes,rural,android,49.5,2,0,0,494.47,2,68,0,0,0,,0.6767582769988711
835,1,ad_post,bikes,metro,android,38.9,3,0,0,326.52,5,121,0,0,0,3.7,0.6767431028003583
128,5,ad_post,bikes,,android,11.1,1,0,0,166.67,1,167,0,0,0,16.3,0.6767370423918331
447,4,message_send,electronics,urban,ios,100.8,3,0,0,85.82,0,106,0,0,1,22.4,0.6765867649665144
393,1,ad_post,other,,android,27.3,1,0,0,,3,0,0,0,0,3.0,0.6761441133284635
1943,1,message_send,other,metro,web,49.8,1,1,1,631.43,1,224,0,0,0,3.5,0.6760626134839414
285,2,ad_post,furniture,metro,android,23.9,3,0,0,280.99,3,72,0,0,0,5.1,0.6757614768996519
724,5,ad_post,furniture,metro,android,26.2,2,0,1,74.88,2,56,0,0,1,,0.6757378240182804
1639,3,message_send,fashion,urban,ios,14.3,5,0,1,176.11,0,112,0,0,1,9.8,0.6752936287632554
1227,4,ad_post,other,,ios,31.1,3,0,1,227.07,4,164,0,0,1,31.9,0.6750650120162924
875,3,message_send,electronics,rural,ios,67.1,2,0,1,,4,107,0,0,1,22.8,0.6747632716090706
851,5,ad_post,electronics,metro,ios,32.8,4,0,0,171.55,2,95,0,0,0,34.4,0.6747363190337151
1567,3,ad_post,furniture,urban,ios,21.8,3,0,0,280.62,4,0,0,0,0,32.6,0.6743331060566574
1507,3,ad_post,furniture,metro,android,23.4,2,0,1,510.17,2,132,0,0,1,74.2,0.674191165932193
186,2,ad_post,furniture,metro,android,37.6,0,0,0,142.05,4,0,0,0,0,17.9,0.6739939598821264
363,3,ad_post,electronics,,ios,26.2,4,0,0,49.36,1,77,0,0,0,34.9,0.6739886599614325
1047,2,ad_post,phones,urban,ios,15.9,3,0,0,144.19,4,23,0,0,0,19.4,0.6739263082418747
1446,5,ad_post,electronics,,android,10.8,5,0,0,142.87,1,86,0,0,0,78.3,0.6736518194559067
160,3,message_send,other,metro,ios,16.3,5,1,2,147.52,1,70,0,0,0,22.7,0.6733884107484249
107,2,ad_post,electronics,,android,28.5,2,0,0,203.97,4,143,0,0,0,20.4,0.6727774319222419
1879,4,ad_post,bikes,rural,android,55.8,2,0,0,102.61,3,0,0,0,0,13.2,0.672579550564435
595,3,ad_post,bikes,,android,23.6,3,0,0,53.11,2,94,0,0,0,8.6,0.6723187140381267
1627,3,ad_post,bikes,rural,android,34.8,3,0,0,229.3,0,78,0,0,0,6.6,0.6720422114645572
1078,1,message_send,fashion,rural,android,10.7,3,0,0,103.77,0,279,0,0,0,24.9,0.6719002314501091
1477,5,ad_post,other,rural,android,24.7,3,0,0,217.84,1,67,0,0,0,,0.6717889215157851
1274,5,ad_post,bikes,metro,ios,50.4,2,0,0,876.07,2,86,0,0,0,124.9,0.6717031505936654
1065,2,ad_post,phones,urban,android,10.8,4,0,0,601.18,3,53,0,0,0,3.9,0.6716378261357164
323,4,message_send,fashion,rural,android,24.9,2,0,0,38.66,0,170,0,0,0,21.0,0.671545043701987
1998,3,ad_post,other,metro,ios,12.9,6,0,0,33.95,2,143,0,0,0,1.5,0.6715356173400666
602,4,ad_post,electronics,metro,android,27.4,3,0,0,47.96,1,15,0,0,0,23.3,0.6711419674123539
366,2,ad_post,bikes,,ios,51.0,2,0,1,139.58,4,157,0,0,1,9.0,0.6705997122030801
369,5,message_send,electronics,metro,web,53.8,2,1,1,59.6,2,215,0,0,0,13.8,0.6705893831174587
1186,5,message_send,electronics,,ios,20.1,2,0,1,361.99,1,263,0,0,1,121.3,0.6705621290145724
1642,3,ad_post,furniture,urban,android,77.5,1,1,1,55.55,1,79,0,0,0,40.3,0.6702035488599841
1268,4,message_send,furniture,metro,web,16.9,2,0,1,,1,217,0,1,0,7.1,0.6701347871087173
1322,1,ad_post,phones,rural,ios,138.1,6,0,0,54.57,2,101,0,0,1,20.5,0.6699974300542452
1803,4,ad_post,furniture,metro,android,139.0,6,0,0,93.5,4,20,0,0,1,1.8,0.6698689315356912
1644,4,ad_post,phones,urban,ios,18.8,3,0,1,167.85,2,46,0,0,1,16.2,0.6695086102376457
863,1,ad_post,phones,rural,ios,38.2,3,0,0,133.98,3,155,0,0,0,5.4,0.6694513484768823
569,1,ad_post,electronics,rural,android,41.4,3,0,0,74.82,3,92,0,0,0,5.6,0.6694408848519373
1730,1,ad_post,furniture,rural,android,52.2,1,0,0,218.02,5,72,0,0,0,5.1,0.6692494047218013
1419,2,message_send,other,metro,android,14.3,2,0,0,329.79,2,175,0,0,0,4.6,0.6690235252529239
1945,2,ad_post,fashion,urban,android,169.1,6,0,1,84.05,1,104,0,1,1,6.6,0.6690231453765868
1531,1,ad_post,electronics,rural,ios,55.6,4,0,0,254.41,3,98,0,0,0,30.5,0.669008439373508
686,1,message_send,other,metro,ios,46.9,5,0,1,198.36,4,90,0,0,1,4.9,0.6689645192898515
890,2,ad_post,furniture,metro,ios,34.7,2,0,0,139.82,1,38,0,0,0,8.3,0.6688457032571595
1068,1,ad_post,furniture,urban,ios,12.6,3,0,1,36.18,5,167,0,0,1,10.1,0.6688281088432361
1356,1,ad_post,electronics,metro,android,22.4,4,0,0,169.56,2,140,0,0,0,7.1,0.668371778058002
304,1,ad_post,other,metro,android,227.0,3,1,1,109.99,7,86,0,0,1,78.9,0.6681846128514521
1611,1,ad_post,bikes,urban,ios,39.9,4,0,1,98.14,6,76,0,0,1,24.3,0.6681355221499586
853,2,message_send,other,metro,ios,19.9,3,0,0,57.45,3,183,0,0,0,14.3,0.6678407048448227
56,4,message_send,electronics,,android,30.5,3,1,2,508.99,3,145,0,0,0,70.7,0.6669668211346502
292,5,ad_post,furniture,urban,ios,9.9,2,0,0,226.09,3,116,0,0,0,6.3,0.6669273343148051
1461,3,message_send,electronics,metro,android,24.1,3,0,0,57.07,2,108,0,0,0,57.6,0.666000164766845
148,4,message_send,phones,,ios,26.1,3,0,1,126.96,0,140,0,0,1,39.8,0.6651757228269113
1044,4,ad_post,other,,android,40.7,0,0,0,96.4,4,5,0,0,0,10.4,0.6651014175573924
416,4,ad_post,other,urban,android,14.6,1,0,1,210.98,2,0,0,0,1,6.8,0.6650501177365378
678,5,message_send,other,rural,ios,38.7,2,0,0,247.58,3,209,0,0,0,8.6,0.664620829353188
952,1,ad_post,other,urban,web,49.6,1,0,0,118.84,3,87,0,0,1,7.1,0.6643397275138234
1687,2,ad_post,bikes,metro,android,18.7,1,1,2,125.06,3,237,0,0,0,,0.6643044102047017
76,4,ad_post,phones,urban,android,22.4,1,0,0,513.5,3,0,0,0,0,21.0,0.6639777615597982
731,1,ad_post,electronics,rural,android,125.2,2,0,1,279.25,2,17,0,1,0,8.9,0.6636299617590264
790,1,ad_post,other,urban,android,18.7,1,0,1,,4,26,0,0,1,14.3,0.663313574738592
1714,2,ad_post,furniture,metro,android,48.4,0,0,0,168.27,4,21,0,0,0,6.9,0.6622114229112922
85,2,message_send,fashion,urban,ios,28.9,2,0,0,249.05,4,165,0,0,0,27.4,0.6621814253394194
1586,2,ad_post,furniture,metro,ios,34.1,2,0,0,90.76,3,146,0,0,0,,0.6620835418404011
1984,1,message_send,fashion,metro,android,32.1,3,0,0,81.85,0,93,0,0,0,23.4,0.6620152159192643
1324,5,ad_post,electronics,,android,37.7,9,0,0,156.81,4,22,0,0,0,73.1,0.6617652634193422
53,5,message_send,electronics,urban,ios,20.2,1,0,0,93.52,5,200,0,0,0,25.5,0.661635560408605
259,2,ad_post,fashion,metro,android,43.5,2,0,0,85.18,5,167,0,0,0,15.0,0.6612557272087933
198,4,ad_post,electronics,urban,android,11.8,1,0,0,141.73,5,168,0,0,0,,0.661225399712719
221,4,ad_post,bikes,urban,android,44.9,0,0,1,80.85,5,0,0,0,1,3.3,0.6609646123271877
1380,5,ad_post,bikes,urban,android,14.7,2,0,0,102.59,3,94,0,0,0,3.5,0.6600745799047995
1023,3,ad_post,furniture,urban,ios,10.2,5,0,0,23.19,4,104,0,0,0,22.6,0.6593977125752409
1836,4,message_send,furniture,,android,42.2,3,0,1,529.75,3,184,0,0,1,26.1,0.659213833882175
1601,5,ad_post,bikes,urban,android,51.6,1,0,2,28.05,0,202,0,1,1,96.0,0.6590323366457894
1415,5,ad_post,furniture,metro,ios,66.3,3,0,1,134.01,5,70,0,0,1,5.9,0.6588968456977007
1514,5,message_send,other,,android,37.8,4,0,0,671.66,3,155,0,0,0,4.8,0.6588640800877237
1806,3,ad_post,fashion,rural,android,46.7,5,0,0,,1,107,0,0,0,9.9,0.6588083797592426
1040,2,ad_post,other,metro,ios,48.7,3,0,0,,7,164,0,0,0,6.4,0.6587739037088123
1846,2,ad_post,fashion,rural,ios,60.9,3,0,1,266.43,1,206,0,0,1,15.5,0.6587599547829268
1516,3,ad_post,other,metro,ios,50.7,2,0,0,181.59,4,68,0,0,0,6.1,0.6586770564546679
1255,4,ad_post,fashion,metro,android,61.2,4,0,0,389.36,4,71,0,0,0,18.2,0.6585348720684152
434,2,ad_post,electronics,urban,android,28.7,5,0,1,74.86,4,13,0,0,1,33.4,0.6579760224596193
1808,4,message_send,bikes,,android,52.3,3,0,1,231.06,5,223,0,0,1,2.9,0.6579381558102396
1119,5,message_send,bikes,urban,android,18.7,3,0,0,112.61,6,199,0,0,0,2.9,0.6576091790730128
1214,4,ad_post,other,urban,android,9.1,4,0,0,58.17,3,0,0,0,0,2.5,0.6572495499468348
1245,1,ad_post,bikes,rural,ios,43.0,6,0,0,115.68,0,139,0,0,0,4.1,0.6568912612785426
452,3,message_send,furniture,,ios,32.6,3,0,0,103.57,2,146,0,0,0,33.0,0.6561724303991948
1417,5,ad_post,fashion,rural,ios,71.1,2,0,0,209.6,3,149,0,0,0,11.0,0.6559759879971298
931,3,message_send,bikes,urban,android,16.4,1,0,0,219.41,4,193,0,0,0,7.6,0.6555076079297186
1434,5,ad_post,other,rural,android,29.0,4,0,0,,1,112,0,0,0,7.5,0.6553607617074299
1772,4,message_send,other,metro,android,5.5,4,0,2,436.39,5,208,0,1,0,11.2,0.6553220261673046
1370,5,ad_post,other,urban,android,5.2,3,0,0,269.65,2,32,0,0,0,41.6,0.6551950249704122
281,3,ad_post,electronics,urban,android,26.0,4,0,1,127.15,3,45,0,0,1,27.9,0.6549209430023665
1845,5,ad_post,fashion,metro,android,60.7,2,0,0,149.47,4,86,0,0,0,4.2,0.6547427663310839
1583,2,message_send,other,rural,ios,143.1,1,0,0,152.2,2,235,0,0,1,11.4,0.6542703193351349
1270,1,message_send,bikes,urban,android,17.7,2,0,0,85.24,5,184,0,0,0,8.3,0.6541284218674716
488,5,ad_post,other,metro,ios,45.5,4,0,0,589.77,2,133,0,0,0,4.7,0.6537671732800522
105,5,ad_post,electronics,metro,ios,60.4,1,0,0,220.34,3,102,0,0,0,12.3,0.6537088303206062
1099,3,ad_post,phones,metro,android,38.7,2,0,0,147.67,3,77,0,0,0,,0.6534744637415659
1824,2,ad_post,other,metro,android,122.6,2,0,0,159.74,1,146,0,0,1,13.3,0.6534297047041127
1972,5,ad_post,electronics,metro,ios,143.3,3,1,1,86.52,3,123,0,0,0,46.4,0.6533144450062018
1083,2,message_send,other,,android,34.2,0,0,0,226.5,3,146,0,0,0,7.0,0.6529818951958335
1203,1,message_send,electronics,urban,ios,8.1,3,0,0,153.26,0,141,0,0,0,50.0,0.6526301686545557
316,2,message_send,fashion,rural,ios,71.3,2,0,0,175.01,4,169,0,0,0,45.7,0.6525463158050474
1572,2,ad_post,bikes,metro,android,76.0,4,0,1,156.33,5,15,0,0,1,2.0,0.6524023765347421
1316,3,ad_post,furniture,metro,android,34.9,1,0,0,423.89,2,160,0,0,0,5.9,0.6522817790765691
1231,1,ad_post,electronics,urban,android,208.4,1,1,0,142.17,2,64,0,0,0,22.2,0.652048014401562
1191,3,ad_post,furniture,rural,ios,51.6,4,0,0,54.58,1,67,0,0,0,2.3,0.6519071562601944
1411,3,message_send,fashion,metro,ios,74.3,5,0,1,226.0,5,184,0,0,1,23.5,0.6517745730841444
1243,1,ad_post,furniture,metro,android,30.5,10,0,0,174.37,3,63,0,0,0,17.7,0.6517325794581568
